dataset,source,scraped_date,category,title,price_ghs,condition,region,area,location,seller_badge,description,price_outlier_flag,platform,tags
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Land FPR Sale,35000.0,,Volta Region,Ho West,"Volta Region, Ho West",Verified ID,"Lands For Sale 
Location: behind the New Sport Stadium in Ho,Volta Region 
Size:100ft by 80ft
Price:...",False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Become a Property Owner at Dominase,20000.0,,Central Region,Gomoa East,"Central Region, Gomoa East",Verified ID,Our lands are ligation free. we give you your land documents within six weeks after full payment. An...,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Comfortable Land,25000.0,,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan",5+ years on Jiji,Land befitting for your comfort home,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,2 Plot of Land for Sale East Legon Hills Akatamanso,650000.0,,Greater Accra,East Legon,"Greater Accra, East Legon",,"2 Plot of Land For Sale At East Legon Hills Akatamanso Going For ghc650,000",True,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Office Space in Dzorwulu for Rent,5600.0,"Agent, Unfurnished",Greater Accra,Dworwulu,"Greater Accra, Dworwulu",,"Office spaces for rent in Dzorwulu, ideal for businesses of various sizes. Options range is 36sqm...",False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,"One Acre of Land for Sale Ghc240,000 Outright",240000.0,,Central Region,Gomoa East,"Central Region, Gomoa East",Verified ID,Litigation free land at Dominase near the Gomoa east municipal and the Potsin police station behind...,True,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,600 Acres of Roadside Land for Sale at Adeiso Bawjiase Road,40000.0,,Eastern Region,West Akim Municipal,"Eastern Region, West Akim Municipal",,600 Acres of Land For Sale At Affordable Price With No Litigation Access To Road And Electricity....,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Land With Free Documents,55000.0,,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan",5+ years on Jiji,Come purchase a land from Estate Masters and get free documents. site is located few minutes drive...,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Hostel With Water and Electricity Catered For.,500.0,"10+ rooms, more than 10 bedrooms",Greater Accra,Dansoman,"Greater Accra, Dansoman",3+ years on Jiji,"Please WhatsApp us for fast response... +
Come & Stay In Our Hostel | A Hostel Can Be a Great Choice...",False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,"Yay, We Offer Free Site Visits to the Lands as Well",25000.0,,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan",3+ years on Jiji,"Yes, we offer free site visits to the various lands on Tuesdays and Fridays because we believe...",False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Self-Catering Super Studio + Starlink Internet + Breakfast-Daily Rate,650.0,"1 room, 1 bedroom",Greater Accra,East Legon,"Greater Accra, East Legon",3+ years on Jiji,This apartment is located centrally in East Legon close to Starbites and fully furnished for a...,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Reward Your Hustle,7500.0,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",5+ years on Jiji,Buy affordable land for sale near central University and accessible to water and electricity. Call...,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Dawhenya Plots for Builders—Start Construction Immediately,45000.0,,Greater Accra,Ningo-Prampram,"Greater Accra, Ningo-Prampram",Verified ID,"If you’re ready to build in one of the faster developing communities, Dawhenya is ready for you....",False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Afienya Estate Half Plots Still Available!,22000.0,,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan",Verified ID,"*70x50 sq. ft
*document within 4-6 weeks
*litigation free
*flexible payment plan
*electricity and...",False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Dispute-Free Land for Sale at Afienya,22000.0,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",Verified ID,"We ensure that the property has no legal or financial issues, providing buyers with confidence and...",False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Well Demarcated Plots for Sale at Tsopoli,50000.0,,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan",5+ years on Jiji,Join us now at0 estatemasters,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Prampram - Start the Year With Amazing Discount,60000.0,,Greater Accra,Ningo-Prampram,"Greater Accra, Ningo-Prampram",Verified ID,"Secure your future with well located and affordable land in Prampram, one of the fastest residential...",False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Prestige Land for Sale at Afienya,22000.0,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",Verified ID,These breathtaking lands offers a rare opportunity to build your dream home or...,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Genuine Land for Sale in a Good Location at Tsopoli,15000.0,,Greater Accra,Ashaiman Municipal,"Greater Accra, Ashaiman Municipal","Verified ID, 3+ years on Jiji",Our Kings Cottage at Tsopoli is a very calm serene environment with easy access to water and...,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,3 Plots of Registered Land at Kasoa Jei River,45000.0,,Central Region,Awutu Senya West,"Central Region, Awutu Senya West",Verified ID,"Beautiful landscape, fast developing area. Jei River is close to Kasoa, accessible and good road...",False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,2plots of Roadside Land at Kwabere Asonomaso NKT Effiduase Juaben Road,300000.0,,Ashanti,Kwabre,"Ashanti, Kwabre",,2plots of Land Located At The Roadside of Asonomaso Nkwanta Off Effiduase Juaben Road With No...,True,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Most Affordable Plots,25000.0,,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan",5+ years on Jiji,Affordable lands for sale at tsopoli,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,"8 Plots of Beautiful, Flat Terrain Land With Wide, Open View",25000.0,,Central Region,Gomoa East,"Central Region, Gomoa East",Verified ID,"This 8 plot property offers beautifully flat terrain with clear, open views that stretch across the...",False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,"6bdrm Block of Flats in Meduma, Kwabre for sale",550000.0,"100sqm, 6 bedrooms",Ashanti,Kwabre,"Ashanti, Kwabre",,Very beautifully designed 6 bedrooms story building for sale at Meduma Ghana bar around Galaxy...,True,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,500sqm Office Space Airport City,193500.0,"Unfurnished, 500sqm",Greater Accra,Airport Residential Area,"Greater Accra, Airport Residential Area","Verified ID, 5+ years on Jiji","500sqm Grade A Office Space for Rent – Airport City, Accra
The building features high-quality...",True,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Title Land in Kasoa Ojobi,40000.0,,Greater Accra,Kasoa,"Greater Accra, Kasoa",5+ years on Jiji,"*Well documented 
*well demarcated 
*people already dwelling 
*electricity supply available 
*pipe...",False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Land for Sale at Ahodwo Nhyiaeso,2600000.0,,Ashanti,Atwima Kwanwoma,"Ashanti, Atwima Kwanwoma",5+ years on Jiji,"Land for sale at Ahodwo Nhyiaeso, documentation will be provided by the company,",True,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,20 Acres of Farmland for Sale at Adukrom Akuapim,35000.0,,Eastern Region,Akuapim North,"Eastern Region, Akuapim North","Verified ID, 5+ years on Jiji","20 acres of mix use land for sale in Adukrom Akuapim.
Ready road access
Perfect...",False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Greeny Lands. Best Fit for Your Dream Home.,15000.0,,Central Region,Gomoa East,"Central Region, Gomoa East",5+ years on Jiji,"Here at Panfokrom, your dreams of a true home can be realized. The site is well demarcated and...",False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Land at Dominase Township With Authentic Documents,15000.0,,Greater Accra,Kasoa,"Greater Accra, Kasoa",Verified ID,"Get a genuine lands on the kasoa-winneba highway at Panfokrom, Land close to Potsin police station...",False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Land for Sale at Santansi Darko,230000.0,,Ashanti,Kumasi Metropolitan,"Ashanti, Kumasi Metropolitan",5+ years on Jiji,Diamond city estate Developers are selling a plot of land and a house at santasi dorko The place is...,True,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Fast Developing Land for Sale at Prampram,45000.0,,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan",3+ years on Jiji,This site is just behind the Fabrimental company limited and opposite the Government Affordable...,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Four Plots of Land Fence for Sale Ashalaja (Asabadi),300000.0,,Greater Accra,Ga South Municipal,"Greater Accra, Ga South Municipal","Verified ID, 5+ years on Jiji","Four plots fenced, walking distance from the road,going for cool price, payment installment...",True,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,1bdrm Apartment in Osu Ako Adjei for rent,1200.0,,Greater Accra,Osu,"Greater Accra, Osu","Verified ID, 5+ years on Jiji","Single room self-contained for rent @ Osu. kitchen, toilet and bath, separate meter, tilled. very...",False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Genuine Lands for Sale:FULLY REGISTERED,50000.0,,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan",3+ years on Jiji,Acquire an affordable land and enjoy free discount. Build your home today by securing a legit plot...,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Land at Danafco Asabadi for Sale Asabadi,120000.0,,Greater Accra,Ga South Municipal,"Greater Accra, Ga South Municipal","Verified ID, 5+ years on Jiji","Flat land,nice environment, walking distance from the road, settlement along , within, interested...",False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Plotted Grounds! Choose Your Preferred Size!,55000.0,,Greater Accra,Ningo-Prampram,"Greater Accra, Ningo-Prampram",5+ years on Jiji,Get any sized plot off land at out Coastal Park Community loctaed off the Tema-Aflao highway at...,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Settle on Registered Land in a Gated Community,25000.0,,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan",3+ years on Jiji,"The site is well situated at Tsopoli, 15 minutes, drive away from the saglemi government affordable...",False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Best Choice in a Geeen View at Gomoa East!!,15000.0,,Central Region,Gomoa East,"Central Region, Gomoa East",5+ years on Jiji,Welcome to Estate Masters Limited. The headquarters of genuine and litigation free lands in Ghana...,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,4bdrm Villa in Dworwulu for rent,45000.0,,Greater Accra,Dworwulu,"Greater Accra, Dworwulu",5+ years on Jiji,Newly built house with a BQ in a secured area at Ladzerh crescent dzorwulu,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,"Land Owners Are Making Money,Be a Land Owner Today",25000.0,,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan",3+ years on Jiji,Affordable land for sale at Tsopoli,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Land Near the New Airport – Tsopoli! Invest in the Future,60000.0,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 3+ years on Jiji","Land Near the New Airport – Tsopoli!
Stop dreaming and start building! We’ve made land ownership...",False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Lands for Sale at Litigation Free Zone Community,30000.0,,Central Region,Gomoa East,"Central Region, Gomoa East",Verified ID,Litigation free lands available at Dominase near the Gomoa east municipal and the Potsin police...,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Direct Beach Land for Sales,200000.0,,Greater Accra,Ga West Municipal,"Greater Accra, Ga West Municipal",Verified ID,"Are you looking for ocean view land property to acquire, look no elsewhere but axe real estate and...",True,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Estate Company at Kasoa Akraman Township for Sale,25000.0,,Central Region,Awutu Senya East Municipal,"Central Region, Awutu Senya East Municipal","Verified ID, 5+ years on Jiji",A real estate company gh Ltd is offering it's available estate land at Kasoa Akraman for sale going...,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Rush Sales on Land,25000.0,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",5+ years on Jiji,Get yourself a plot or half at Bueko near the pharmanova within prampram and be part of the...,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Highly Exclusive Titled Lands,110000.0,,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan",5+ years on Jiji,"Purchase a highly required land from Estate Masters.
Our lands are fully serviced with water,...",False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Classy Area Land for Sale at Tsopoli and Ningo Prampram,25000.0,,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan",3+ years on Jiji,PROMO ALERT: Enjoy instant 10% discount on any size of land you buy when you make instead payment...,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Verified Plot for Sale,25000.0,,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan",3+ years on Jiji,The community site is a serviced land. It is about a 15-minute drive away from the saglemi...,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Location: Shai Hills - Genuine Land for Sale,40000.0,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 3+ years on Jiji","Invest in high-quality, litigation-free land in a rapidly expanding community. Our plots are...",False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Acquire Acres of Estate Lands at Dominase Litigation Free,20000.0,,Central Region,Gomoa East,"Central Region, Gomoa East",Verified ID,Just behind the onion market off kasoa-winneba road near the Gomoa east municipal and the Potsin...,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Unique 70x100sqft Certified Lands at Prampram Beach Road,55000.0,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",Verified ID,Land at Prampram just about 10 minutes away from the prampram junction and 5 minutes away from new...,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Acres of Land Available,25000.0,,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan",5+ years on Jiji,Land at tsopoli near government's affordable housing with access to water and electricity . call...,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Alpha Properties Land for Sale at Winneba Campus View,25000.0,,Central Region,Effutu Municipal,"Central Region, Effutu Municipal","Verified ID, 5+ years on Jiji",Alpha properties real estate company is our it's available land at Kasoa Ojobi Winneba for sale with...,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,0.64 Acres of Land for Sale at Cantonment,18000000.0,,Greater Accra,Cantonments,"Greater Accra, Cantonments","Verified ID, 5+ years on Jiji","For sale
Land size =0.64 Acres
Location:Cantonment 
Asking Price:$1,500,000
Documents =Land Title...",True,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,"Luxury Furnished Studio For Rent | Smart Tv, Wifi, Modern",650.0,"1 room, 1 bedroom",Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan","Verified ID, 3+ years on Jiji","Luxury Fully Furnished Studio Apartment for Rent
Enjoy comfort and style in this beautifully...",False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Prampram Miotso Titled Land for Sale,250000.0,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 3+ years on Jiji","We offer titled and registered residential land for sale. Price: GHS 250,000. Plot size: 100 x 70...",True,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Five Acres of Lands Available for Sale,600000.0,,Central Region,Gomoa East,"Central Region, Gomoa East",Verified ID,Closer to the Gomoa east municipal and the Potsin police station behind the onion market off...,True,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Exquisite and Beautiful Land Residence at Afienya - Shai Hill,60000.0,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",Verified ID,We also bring you this amazing opportunity to have your dream home on your own terms. massive lands...,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Alpha Real Estate Company LTD Land for Sale at Kasoa Akraman,25000.0,,Central Region,Awutu Senya East Municipal,"Central Region, Awutu Senya East Municipal","Verified ID, 5+ years on Jiji",Alpha properties estate company ltd is offering it's available land for sale at kasoa Akraman around...,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Buy Genuine State Plot From Estate Masters Ltd.,20000.0,,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan","Verified ID, 3+ years on Jiji",Get a plot of land as low as 7500 Ghana cedis at Tsopoli close to the newly proposed airport city...,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,3bdrm Apartment in Akweley for rent,2000.0,,Greater Accra,Kasoa,"Greater Accra, Kasoa",Verified ID,"Executive 3 bedroom aparment .rental
newly built
very big compound 
parking lot
gated
water &...",False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Prestigious Demarcated Plots at Prampram Beach Road,50000.0,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",Verified ID,"We sell readily available serviced plots with easy road access, electricity, and potable water for...",False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,"Plots Within the Nest Cottage,Tsopoli for Sale",55000.0,,Greater Accra,Ningo-Prampram,"Greater Accra, Ningo-Prampram",5+ years on Jiji,Nest cottage is a well structured land with no litigation located at Tsopoli near the Saglemi...,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Estate Land for Sale at Akraman,25000.0,,Central Region,Awutu Senya East Municipal,"Central Region, Awutu Senya East Municipal","Verified ID, 5+ years on Jiji","Genuine estate company land for sale with full documentation and courts signing, plots size of...",False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Estate Land on Promo,25000.0,,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan",5+ years on Jiji,Buy land within the new airport area with access to water and electricity and free documents....,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Affordable Lands at Palm Hills( Panfrokrom),30000.0,,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan",3+ years on Jiji,Well demarcated lands situated at Panfrokrom few minutes from Postin junction,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Capital Investment! Flexibility Assured!,55000.0,,Greater Accra,Ningo-Prampram,"Greater Accra, Ningo-Prampram",5+ years on Jiji,"Invest here at Ningo-prampram, where we have our Coastal Park Site. The land here is flat, easily...",False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Charming Beach View Plots - Prampram,170000.0,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",Verified ID,It’s that time of the month to build that dream house you have always dreamt of and that’s why AXE...,True,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Invest in Land for Your Future,25000.0,,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan",5+ years on Jiji,Our land is litigation free authentic land beautifully demarcated with all the social amenities...,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,One Acre Farm Land Augently for Sale at Kwabere Kasaam,40000.0,,Ashanti,Kwabre,"Ashanti, Kwabre",,One Acre of Farm Land With No Litigation For Quick Sale,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Alpha Properties Estate Land for Sale at Akoti Kweikrom,20000.0,,Central Region,Awutu Senya East Municipal,"Central Region, Awutu Senya East Municipal","Verified ID, 5+ years on Jiji",Alpha investment and properties real estate company Ltd is offering it's land for sale at Kasoa...,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Legitimate and Beautiful Gated Estate Land for Sale,50000.0,,Greater Accra,Ashaiman Municipal,"Greater Accra, Ashaiman Municipal","Verified ID, 3+ years on Jiji",All Land sold by Estate Masters Ltd. are legit and Genuine. We have 8yrs experience in the Ghanaian...,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Kings Own Hands Land for Sale at Kwabere Kasaam,40000.0,,Ashanti,Kwabre,"Ashanti, Kwabre",,Kings Own Hands With No Litigation For Quick Sale,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Get Good Discount! Full Plots at Prampram Beach Road,55000.0,,Greater Accra,Ningo-Prampram,"Greater Accra, Ningo-Prampram",Verified ID,"Get a residential plot now with our reduction sales. Find our residence in Prampram, with just 5...",False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Alpha Estate Land for Sale Kweikrom,20000.0,,Central Region,Awutu Senya East Municipal,"Central Region, Awutu Senya East Municipal","Verified ID, 5+ years on Jiji",Alpha properties real estate land for sale at ojobi Kweikrom,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Fast Developing Lands for Sale at Tsopoli,50000.0,,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan",5+ years on Jiji,Free site visit on tuesdays and thursdays,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Land at Tsopoli Greater Accra Around the New Propose Airport,25000.0,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 3+ years on Jiji",Are you looking to own a land in a new area like tsopoli and Ningo prampram? we have other 50 acres...,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Installment Payment of Land,25000.0,,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan",5+ years on Jiji,Not everyone can pay upfront for a property but that shouldn't stop you from owning a non-...,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,Genuine Estate Plot for Sale With No Agent,40000.0,,Greater Accra,Ashaiman Municipal,"Greater Accra, Ashaiman Municipal","Verified ID, 3+ years on Jiji",No Agent fee No litigation No Landgurd issues. state master Ltd. selling Genuine Affordable Lands At...,False,Platform A,
SG Market Price Index – Property & Real Estate,"SG Datalytics (compiled from public online classifieds, Ghana)",2026-04-20,Property / Real Estate,"4bdrm Bungalow in Ps Global,  Near, Community 25 for rent",4000.0,,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan",3+ years on Jiji,This house includes 4 bedrooms with study and a separate laundry room. Electric Fence installed and...,False,Platform A,
